,Rooms,Distance,Bedroom2,Bathroom,Car,BuildingArea,Lattitude,Longtitude,Age,Price
4021,3,9.2,3,1,1,120.0,-37.7862,145.0739,68,700000
4022,4,9.2,4,3,2,227.0,-37.789,145.0938,58,1890000
4023,4,9.2,4,3,2,213.0,-37.7827,145.0945,48,1725000
4024,3,9.5,3,2,3,101.51,-37.7524,145.0393,68,894000
4025,3,13.0,3,3,2,194.0,-37.9166,145.0418,6,1375000
4026,2,13.0,2,1,1,115.0,-37.9296,145.0498,12,725000
4027,4,13.9,4,3,2,200.0,-37.9107,145.0745,68,1515000
4028,3,13.9,3,1,3,100.0,-37.9331,145.0586,68,986000
4029,3,13.9,3,2,2,180.0,-37.9127,145.0694,10,1225000
4030,3,13.9,3,1,1,105.0,-37.919000000000004,145.0803,68,810000
4031,2,13.9,2,1,1,68.11,-37.911,145.0711,48,535000
4032,4,13.9,4,1,2,161.0,-37.9194,145.05700000000002,68,1292000
4033,3,13.9,3,2,2,119.0,-37.9076,145.06799999999998,58,959000
4034,2,13.1,2,1,1,80.0,-37.8158,145.1384,4,780000
4035,3,13.1,3,1,2,152.0,-37.8262,145.1301,98,1760000
4036,3,13.1,3,2,2,158.0,-37.8229,145.1217,93,2080000
4037,2,10.8,2,1,2,74.0,-37.7854,144.8463,68,610000
4038,2,10.8,2,1,1,82.0,-37.782,144.8528,68,760000
4039,3,10.8,3,2,1,107.0,-37.7894,144.8463,15,441700
4040,4,10.8,4,3,2,319.0,-37.7759,144.8552,16,1000000
4041,3,11.2,3,2,2,195.0,-37.894,144.9977,98,2575000
4042,4,11.2,4,4,2,292.0,-37.9104,144.9999,5,2900000
4043,3,11.2,3,2,2,167.0,-37.911,144.9866,38,2225000
4044,2,11.2,2,1,1,182.0,-37.8993,145.0046,103,975000
4045,4,11.2,4,2,2,333.0,-37.8981,144.9902,28,4225000
4046,3,11.2,3,2,4,145.0,-37.928000000000004,145.0002,48,2100000
4047,2,11.2,2,1,1,73.0,-37.8847,144.9972,14,520000
4048,4,11.2,4,2,2,283.0,-37.8981,145.0,19,2000000
4049,3,11.2,3,2,2,189.0,-37.900999999999996,145.0026,83,1990000
4050,3,11.2,3,2,4,195.0,-37.9056,144.9893,51,3025000
4051,3,11.2,3,2,2,109.0,-37.9163,144.9901,43,1221000
4052,5,10.7,5,2,2,206.0,-37.9173,145.0142,68,2140000
4053,3,10.7,3,1,1,131.0,-37.9064,145.0229,93,1635000
4054,4,10.7,4,3,2,118.0,-37.9295,145.0144,68,1700000
4055,5,10.7,5,3,2,271.0,-37.9057,145.0101,9,1900000
4056,3,10.7,3,2,1,160.0,-37.9084,145.0118,18,972000
4057,3,5.2,3,1,2,196.8,-37.7723,144.9694,97,1652000
4058,2,5.2,2,1,2,77.0,-37.7586,144.9653,48,735000
4059,3,5.2,3,1,0,112.0,-37.7674,144.966,118,1210000
4060,1,5.2,1,1,1,58.0,-37.7767,144.9676,8,528000
4061,3,5.2,3,1,1,116.0,-37.7669,144.9664,93,1115000
4062,2,5.2,2,1,1,48.0,-37.762,144.9647,48,320000
4063,3,5.2,3,2,1,120.0,-37.7743,144.9637,108,1260000
4064,4,5.2,4,2,1,200.0,-37.7733,144.9599,9,1210000
4065,4,5.2,4,2,4,173.45,-37.7575,144.9716,68,1385000
4066,3,5.2,3,2,1,140.0,-37.7698,144.9661,6,981000
4067,1,5.2,1,1,1,51.0,-37.7783,144.9635,48,418000
4068,2,5.2,2,1,1,258.0,-37.7609,144.9623,12,585000
4069,4,5.2,4,3,2,212.0,-37.775,144.9513,6,1900000
4070,2,5.2,2,1,0,75.0,-37.7731,144.9568,128,884000
4071,2,5.2,2,1,1,57.0,-37.7732,144.951,58,480000
4072,4,4.5,4,1,2,159.0,-37.7671,144.9762,88,1310000
4073,2,4.5,2,1,1,109.0,-37.7661,144.9742,108,1283000
4074,2,4.5,2,1,0,67.0,-37.7738,144.9733,128,1015000
4075,2,4.5,2,1,1,70.0,-37.7755,144.9786,7,435000
4076,2,4.5,2,1,2,96.0,-37.7761,144.975,13,835000
4077,3,4.5,3,1,3,125.0,-37.7682,144.9835,78,1500000
4078,2,5.9,2,1,1,67.0,-37.7686,144.9421,48,407500
4079,2,5.9,2,1,0,77.0,-37.7622,144.9406,68,825000
4080,3,5.9,3,3,1,109.0,-37.7559,144.9378,10,645000
4081,3,5.9,3,1,1,113.0,-37.766,144.945,78,1220000
4082,3,5.9,3,2,1,139.0,-37.7585,144.9504,118,1100000
4083,3,5.9,3,1,2,104.0,-37.7609,144.9416,8,670000
4084,2,5.9,2,1,1,57.0,-37.7707,144.9488,48,640000
4085,2,5.9,2,1,1,59.0,-37.7711,144.9487,48,545000
4086,4,5.9,4,2,2,160.0,-37.7606,144.9499,38,1205000
4087,3,11.8,3,1,1,110.0,-37.7769,145.088,19,860000
4088,2,11.8,2,1,2,76.0,-37.7787,145.0918,48,599900
4089,4,11.8,4,2,2,133.0,-37.7664,145.0884,18,910000
4090,3,11.8,3,2,3,143.0,-37.7612,145.0968,48,1100000
4091,5,11.8,5,4,4,185.0,-37.7735,145.0936,63,1730000
4092,6,11.7,6,2,2,209.0,-37.8493,145.1283,68,1591000
4093,3,11.7,3,2,2,150.0,-37.8463,145.1071,6,975000
4094,2,11.7,1,1,1,196.0,-37.8518,145.1278,58,1815000
4095,3,11.7,3,2,4,179.3,-37.8603,145.0979,68,1590000
4096,4,11.7,4,2,1,165.0,-37.8539,145.1127,78,1601000
4097,5,11.7,5,1,2,182.0,-37.8557,145.1285,58,1225000
4098,3,7.8,3,1,2,116.0,-37.8405,145.0924,98,1930000
4099,4,7.8,4,2,0,176.0,-37.8378,145.089,88,2216000
4100,4,7.8,4,1,3,150.0,-37.8411,145.062,108,2110000
4101,2,7.8,2,1,3,134.3,-37.8427,145.0824,58,1900000
4102,3,7.8,3,2,2,155.0,-37.8378,145.0909,18,1620000
4103,4,7.8,4,2,1,251.0,-37.8269,145.0661,128,3550000
4104,3,7.8,3,1,2,145.0,-37.8333,145.0616,128,1905000
4105,4,7.8,4,2,2,280.0,-37.8284,145.0673,21,2990000
4106,3,7.8,3,1,1,85.0,-37.8378,145.0949,58,835000
4107,5,9.0,5,5,4,464.3,-37.8179,145.0694,138,8000000
4108,4,3.2,4,2,1,203.0,-37.7817,144.9742,113,3450000
4109,2,11.4,2,1,1,73.0,-37.8981,145.0619,38,635000
4110,1,11.4,1,1,1,46.0,-37.8858,145.0632,58,305000
4111,3,11.4,3,2,2,156.0,-37.8924,145.0541,88,1200000
4112,3,11.4,3,1,2,100.0,-37.8958,145.0603,31,945000
4113,4,11.4,4,2,2,193.0,-37.8928,145.0531,98,1667000
4114,1,11.4,1,1,1,46.0,-37.8944,145.0616,58,330000
4115,3,11.4,3,1,1,84.0,-37.8866,145.0561,53,577000
4116,1,8.1,1,1,1,43.0,-37.8678,145.0197,53,305000
4117,2,8.1,2,2,1,85.0,-37.8607,145.0116,7,742500
4118,2,9.3,2,1,1,71.0,-37.8937,145.0137,15,630000
4119,3,9.3,3,2,1,129.0,-37.8899,145.023,93,1350000
4120,2,9.3,2,1,1,61.0,-37.8906,145.0259,58,490000
4121,3,13.6,3,2,2,112.0,-37.8856,145.0934,18,701000
4122,3,13.6,3,1,2,132.0,-37.885999999999996,145.096,63,905000
4123,3,13.6,3,2,2,124.0,-37.8755,145.0954,10,988000
4124,3,13.6,3,2,2,115.0,-37.8827,145.0942,6,820000
4125,3,3.4,3,1,1,127.0,-37.788000000000004,144.9967,118,1500000
4126,2,3.4,2,1,1,90.0,-37.7881,145.0058,38,641000
4127,2,3.4,2,1,0,95.0,-37.7925,144.9995,128,1250000
4128,3,3.4,3,1,0,170.0,-37.7933,144.9938,114,1652500
4129,1,3.4,1,1,1,45.0,-37.7881,145.0058,48,465000
4130,2,7.8,2,1,0,69.0,-37.7506,144.9694,58,495000
4131,2,7.8,2,1,0,106.2,-37.7424,144.9576,98,930000
4132,2,7.8,2,1,1,112.9,-37.7422,144.9604,4,781000
4133,2,7.8,2,1,2,64.0,-37.7519,144.9496,38,677776
4134,4,7.8,4,2,1,143.0,-37.7551,144.9787,12,680000
4135,3,7.8,3,1,2,113.76,-37.7462,144.9795,28,824000
4136,4,7.8,4,2,1,187.0,-37.7503,144.9481,108,1500000
4137,4,7.8,4,2,1,135.0,-37.7483,144.9634,118,1005000
4138,4,7.8,4,2,1,123.0,-37.7364,144.9787,68,901000
4139,3,7.8,3,1,3,153.1,-37.7432,144.9573,88,990000
4140,6,7.8,6,3,4,285.0,-37.7397,144.9603,21,1455000
4141,3,7.8,3,2,2,148.0,-37.7382,144.9653,118,1250000
4142,5,7.8,5,3,2,108.0,-37.7516,144.9593,98,1790000
4143,2,7.8,2,1,1,81.0,-37.7449,144.9754,43,650000
4144,3,7.8,3,2,2,112.0,-37.7424,144.9571,2,720000
4145,3,7.8,3,2,2,112.0,-37.7424,144.9571,2,720000
4146,2,1.6,2,1,1,63.0,-37.7981,144.9883,48,535000
4147,2,1.6,2,1,1,98.0,-37.8035,144.985,138,945000
4148,2,1.6,2,1,0,100.0,-37.8001,144.9901,118,888000
4149,3,1.6,3,2,2,148.0,-37.8083,144.9908,13,1000000
4150,3,2.5,3,1,1,147.0,-37.8298,144.9923,118,1350000
4151,4,13.9,4,2,2,185.0,-37.7906,145.1138,48,1300000
4152,4,13.9,4,2,2,150.0,-37.7895,145.1116,38,1400000
4153,4,13.9,4,3,2,170.0,-37.7905,145.1433,53,1100000
4154,3,13.9,3,1,1,120.0,-37.7909,145.1309,53,1355000
4155,5,8.0,5,2,1,196.0,-37.7459,144.9159,98,1652000
4156,3,8.0,3,1,1,135.0,-37.755,144.9272,118,1131000
4157,1,8.0,1,1,1,45.0,-37.7469,144.9206,41,310000
4158,3,8.0,3,1,1,120.0,-37.7496,144.892,13,700000
4159,2,8.0,2,1,1,75.0,-37.7504,144.8957,6,610000
4160,3,8.0,3,2,1,159.0,-37.7544,144.8986,28,960000
4161,1,8.0,1,1,1,53.0,-37.7578,144.9134,58,426500
4162,2,5.8,2,1,1,87.0,-37.7847,145.0109,16,676000
4163,3,5.8,3,1,2,150.0,-37.783,145.0165,93,1500000
4164,3,12.4,3,1,2,88.0,-37.695,144.9676,58,660000
4165,3,12.4,3,1,3,128.0,-37.6966,144.9695,58,741000
4166,3,12.4,3,2,1,205.0,-37.7049,144.9631,11,532000
4167,3,12.4,3,1,2,120.0,-37.6931,144.9596,58,1000000
4168,2,12.4,2,1,1,67.0,-37.7071,144.9644,48,328000
4169,3,12.4,3,3,3,103.0,-37.7133,144.975,7,543500
4170,1,3.5,1,1,1,32.0,-37.777,144.9836,48,330000
4171,2,3.5,2,1,0,119.0,-37.7933,144.9824,138,846000
4172,2,3.5,2,1,0,85.2,-37.7793,144.9879,108,1055000
4173,3,4.4,3,2,2,140.0,-37.7824,144.9243,16,1250000
4174,2,4.4,2,1,0,103.0,-37.7813,144.9238,88,953000
4175,2,4.4,2,1,1,96.0,-37.788000000000004,144.9306,128,603000
4176,3,4.4,3,1,1,110.0,-37.7844,144.9359,78,940000
4177,5,4.4,5,1,1,200.0,-37.7859,144.9323,103,1550000
4178,2,4.4,2,1,1,72.9,-37.7829,144.9247,48,500000
4179,2,4.4,2,1,1,62.0,-37.7826,144.9311,48,450000
4180,2,4.4,2,1,1,55.0,-37.7851,144.922,58,390000
4181,3,4.4,3,1,1,132.0,-37.7839,144.9273,27,1085000
4182,2,4.4,2,1,0,75.0,-37.7846,144.9347,128,1060000
4183,3,4.4,3,1,0,136.0,-37.7868,144.9336,128,917000
4184,2,6.4,2,1,0,99.5,-37.7961,144.89,128,885000
4185,2,6.4,2,2,1,70.0,-37.7883,144.884,7,485000
4186,3,6.4,3,1,1,3.0,-37.796,144.8819,7,760000
4187,3,6.4,3,1,1,101.0,-37.7951,144.8901,118,871000
4188,2,6.4,2,1,0,80.0,-37.7936,144.8905,118,882000
4189,3,6.4,3,1,2,106.0,-37.7977,144.904,98,895000
4190,1,10.4,1,1,1,44.0,-37.8911,145.0451,53,260000
4191,3,9.2,3,2,2,184.0,-37.854,145.0542,21,1452000
4192,3,9.2,3,1,3,138.0,-37.8562,145.0864,68,1800000
4193,3,9.2,3,2,2,131.0,-37.8574,145.0494,23,1253000
4194,4,9.2,4,3,3,160.0,-37.858000000000004,145.0859,78,1760000
4195,3,9.2,3,3,2,265.0,-37.8605,145.0455,30,3310000
4196,3,9.2,3,1,2,102.0,-37.8487,145.0592,88,1601000
4197,2,9.2,2,1,1,97.0,-37.8499,145.0814,48,910000
4198,3,13.0,3,1,2,101.0,-37.702,144.9538,48,780000
4199,2,13.0,2,2,1,82.0,-37.7045,144.9204,9,420000
4200,3,13.0,3,1,2,148.0,-37.7097,144.9256,63,895000
4201,3,13.0,3,1,2,145.0,-37.6962,144.9376,46,885000
4202,3,13.0,3,1,2,84.0,-37.6962,144.9349,68,597500
4203,3,13.0,3,1,2,107.4,-37.6972,144.941,58,822000
4204,5,13.0,5,1,1,152.0,-37.6979,144.941,5,645000
4205,3,13.0,3,1,2,142.6,-37.7047,144.9087,17,595000
4206,4,13.0,4,3,2,271.0,-37.709,144.9373,48,1050000
4207,3,13.0,3,1,2,110.0,-37.6974,144.9112,58,705000
4208,3,13.0,3,2,2,118.0,-37.7074,144.9266,9,590000
4209,3,13.0,3,2,2,133.0,-37.7116,144.9357,4,680000
4210,3,13.0,3,1,2,176.0,-37.7015,144.9191,58,935000
4211,3,12.1,3,1,4,145.0,-37.705999999999996,144.9467,58,740000
4212,2,13.7,2,2,1,92.0,-37.9365,145.0008,11,837000
4213,4,13.7,4,3,2,317.0,-37.9436,145.0169,10,2500000
4214,2,13.7,2,1,1,90.0,-37.9354,144.9994,56,860000
4215,3,4.6,3,1,2,132.0,-37.8139,145.0243,108,1700000
4216,1,4.6,1,1,1,51.0,-37.8194,145.0397,58,440000
4217,1,4.6,1,1,1,50.0,-37.8294,145.033,12,535000
4218,2,4.6,2,1,1,78.0,-37.8261,145.0269,58,635000
4219,1,4.6,1,1,0,55.0,-37.826,145.0239,61,317500
4220,1,4.6,1,1,1,77.5,-37.8254,145.0255,53,360000
4221,2,4.6,2,1,0,106.0,-37.8163,145.0251,118,1800000
4222,1,4.6,1,1,0,30.0,-37.8292,145.0322,48,275000
4223,3,4.6,3,1,0,134.0,-37.8162,145.0206,113,1525000
4224,2,4.6,2,1,0,82.3,-37.832,145.0431,58,560000
4225,3,7.5,3,2,2,187.0,-37.8302,145.0527,8,1264000
4226,4,7.5,4,3,2,310.0,-37.8374,145.0511,30,3600000
4227,3,7.5,3,2,2,185.0,-37.8255,145.0481,33,1405000
4228,2,7.5,2,1,2,64.0,-37.8254,145.0474,48,555000
4229,3,10.6,3,2,2,171.0,-37.7524,145.06,10,1271000
4230,2,10.5,2,1,1,84.0,-37.7428,145.0511,26,665000
4231,3,10.5,3,1,2,91.0,-37.7388,145.0581,23,575000
4232,4,10.5,4,1,2,113.0,-37.7437,145.0506,78,706000
4233,3,10.5,3,1,1,95.0,-37.7397,145.0513,68,657000
4234,3,10.5,3,2,1,123.0,-37.7502,145.0465,3,630000
4235,2,9.4,2,1,2,81.0,-37.7369,145.0371,58,650000
4236,3,9.4,3,1,2,99.0,-37.7445,145.0386,58,855000
4237,2,9.4,2,1,0,74.0,-37.7349,145.0398,58,613000
4238,3,9.4,3,1,2,200.0,-37.7339,145.0405,62,640000
4239,4,13.0,4,4,2,255.79,-37.8919,145.0781,12,1340000
4240,4,7.9,4,2,1,252.0,-37.777,145.0414,73,1410000
4241,4,7.9,4,2,1,185.0,-37.7671,145.037,108,1650000
4242,3,7.9,3,2,2,215.0,-37.7817,145.0391,58,1851000
4243,5,9.0,5,3,2,325.0,-37.7794,145.0647,10,2325000
4244,3,9.0,3,2,2,240.0,-37.7715,145.0688,68,2400000
4245,4,15.0,4,2,2,198.0,-37.7358,144.8217,38,646000
4246,3,12.8,3,2,4,176.0,-37.7473,144.8555,38,843000
4247,3,12.8,3,2,2,126.0,-37.7322,144.8722,38,835000
4248,3,12.8,3,2,1,115.0,-37.7308,144.8664,3,635000
4249,3,12.8,3,1,1,134.0,-37.7475,144.852,38,745000
4250,3,12.8,3,1,1,111.0,-37.746,144.8651,53,941000
4251,5,5.6,5,5,3,424.0,-37.8064,145.0451,48,3800000
4252,3,5.6,3,2,2,102.0,-37.794000000000004,145.033,38,752000
4253,3,5.6,3,1,2,3.0,-37.7941,145.0238,146,690000
4254,4,5.6,4,2,0,186.36,-37.8127,145.0451,98,2600000
4255,5,5.6,5,4,2,490.0,-37.8147,145.0571,6,4515000
4256,2,5.6,2,1,1,95.0,-37.805,145.0546,58,820000
4257,3,5.6,3,2,2,147.2,-37.7944,145.0327,11,835000
4258,2,7.5,2,1,1,70.0,-37.7974,145.0526,48,590000
4259,3,7.5,3,2,2,120.0,-37.7927,145.056,68,1402000
4260,3,7.8,3,1,1,105.0,-37.8082,144.8828,93,1190000
4261,4,7.8,4,1,1,145.0,-37.8105,144.8803,58,1205000
4262,3,7.8,3,1,3,168.0,-37.8083,144.8754,78,860000
4263,2,9.2,2,1,0,89.0,-37.7835,144.8723,28,472500
4264,3,9.2,3,2,2,128.0,-37.785,144.8673,2,675000
4265,2,9.2,2,2,1,75.0,-37.7794,144.872,5,405000
4266,3,9.2,3,1,2,88.0,-37.7851,144.8654,63,930000
4267,1,7.4,1,1,1,46.0,-37.8691,145.0345,58,365000
4268,3,7.4,3,2,2,191.0,-37.8654,145.0297,8,2250000
4269,3,11.2,3,1,2,170.0,-37.883,145.0791,68,2250000
4270,4,11.2,4,2,2,214.0,-37.8693,145.0423,108,3200000
4271,3,11.2,3,2,2,196.0,-37.8723,145.0387,103,2020000
4272,2,11.2,2,1,1,99.0,-37.8718,145.0526,48,1211000
4273,4,11.2,4,2,2,178.0,-37.8806,145.0831,11,1380000
4274,4,11.2,4,3,2,160.0,-37.8792,145.0869,10,1715157
4275,3,11.2,3,1,2,134.0,-37.8784,145.0654,38,1220000
4276,5,8.7,5,3,2,274.0,-37.7637,144.8843,17,1620000
4277,4,8.7,4,3,2,205.0,-37.7641,144.8885,3,1190000
4278,4,2.8,4,2,1,213.0,-37.8177,144.9544,80,1850000
4279,1,2.8,1,1,0,41.0,-37.8122,144.9582,8,333000
4280,2,2.8,2,1,0,60.0,-37.8084,144.9602,12,452000
4281,1,2.8,1,1,0,52.0,-37.8199,144.9558,18,275000
4282,2,2.8,2,2,1,88.0,-37.8211,144.9559,9,683000
4283,2,2.8,2,1,1,66.0,-37.8106,144.9646,13,640000
4284,4,11.8,4,2,5,271.0,-37.812,145.1082,68,2100000
4285,2,6.9,2,1,1,70.0,-37.7679,144.9245,13,439000
4286,2,6.9,2,1,2,95.0,-37.7663,144.9098,98,1040000
4287,3,6.9,3,2,2,166.0,-37.7627,144.9047,103,1670000
4288,4,6.9,4,2,3,228.0,-37.7686,144.912,98,1940000
4289,2,6.9,2,2,1,63.0,-37.7675,144.92,3,560000
4290,4,6.9,4,2,3,203.0,-37.7644,144.9061,108,1515000
4291,5,6.9,5,2,2,322.0,-37.7611,144.9095,88,2300000
4292,2,6.9,2,1,2,85.0,-37.7641,144.9073,118,970000
4293,3,6.9,3,1,2,130.0,-37.7616,144.9284,23,1070000
4294,2,6.9,2,2,1,82.0,-37.7679,144.9245,14,542000
4295,3,6.9,3,2,2,106.0,-37.766999999999996,144.9108,138,1240000
4296,4,6.9,4,2,3,246.0,-37.7615,144.9094,108,955000
4297,4,12.1,4,2,2,199.0,-37.8879,145.0768,78,1656000
4298,2,12.1,2,1,2,93.0,-37.8892,145.0664,8,582000
4299,3,12.1,3,1,2,108.0,-37.9059,145.0733,68,1255000
4300,2,12.1,2,1,1,77.0,-37.8999,145.0643,48,535000
4301,2,12.1,2,2,1,75.0,-37.8882,145.0666,5,586000
4302,4,8.4,4,2,1,146.0,-37.8433,144.8774,93,1230000
4303,4,8.4,4,2,3,235.0,-37.8439,144.8733,78,1560000
4304,3,8.4,3,2,2,192.0,-37.8334,144.8673,8,975000
4305,5,8.4,5,2,7,229.0,-37.8437,144.865,83,1820000
4306,3,8.4,3,2,2,128.0,-37.8389,144.8666,1,900000
4307,4,8.4,4,2,4,113.0,-37.8339,144.8716,48,956000
4308,4,8.4,4,1,4,173.0,-37.836999999999996,144.8772,88,1650000
4309,4,8.4,4,2,3,222.0,-37.8477,144.8903,128,2337000
4310,3,8.4,3,1,0,146.0,-37.8402,144.8886,68,1075000
4311,3,11.2,3,2,1,139.0,-37.738,144.8865,63,810000
4312,2,11.2,2,1,1,69.0,-37.7343,144.8824,5,510000
4313,1,11.2,1,1,1,58.0,-37.7355,144.8874,3,325000
4314,3,11.2,3,2,2,151.0,-37.7418,144.8833,3,800000
4315,3,11.2,3,1,1,94.0,-37.736,144.8886,6,500000
4316,2,5.5,2,2,1,70.0,-37.7679,144.9994,9,680000
4317,3,5.5,3,1,0,108.0,-37.7717,144.995,103,1300000
4318,2,5.5,2,1,2,110.0,-37.7634,144.9985,14,995000
4319,5,5.5,5,2,0,225.0,-37.7751,145.0099,118,1750000
4320,2,5.5,2,1,1,85.0,-37.7659,144.9903,93,1050000
4321,3,5.5,3,1,1,127.0,-37.7677,145.0142,58,1235000
4322,2,11.5,2,1,1,112.0,-37.711999999999996,144.9175,3,600000
4323,3,11.5,3,1,2,90.0,-37.7131,144.9091,28,601000
4324,3,11.5,3,2,1,170.0,-37.7166,144.9104,15,755000
4325,3,11.5,3,1,1,94.0,-37.7188,144.9243,20,648000
4326,4,14.0,4,2,2,199.0,-37.91,145.096,98,1615000
4327,3,14.0,3,1,2,104.0,-37.8946,145.0944,48,655000
4328,5,14.0,5,3,2,175.0,-37.9098,145.097,63,1351000
4329,4,14.0,4,3,4,213.0,-37.8999,145.0993,68,1600000
4330,4,14.0,4,2,2,222.0,-37.898,145.0928,118,1840000
4331,5,11.8,5,2,2,228.0,-37.908,145.0502,93,2250000
4332,2,11.8,2,1,1,74.0,-37.9023,145.0461,48,437500
4333,3,11.8,3,2,2,167.0,-37.9034,145.0409,23,960000
4334,4,11.8,4,2,2,189.0,-37.9084,145.0532,18,1425000
4335,3,2.6,3,2,1,120.0,-37.7961,144.9538,128,2790000
4336,3,9.9,3,2,2,110.0,-37.7215,144.9251,68,755000
4337,2,9.9,2,1,1,95.0,-37.7306,144.9357,98,999000
4338,4,9.9,4,1,1,131.0,-37.7278,144.9463,48,800000
4339,4,9.9,4,1,2,130.0,-37.7195,144.9456,58,770000
4340,3,9.9,3,1,1,129.0,-37.7243,144.9473,18,585000
4341,3,9.9,3,1,2,94.0,-37.7242,144.9424,68,708000
4342,2,9.9,2,1,1,75.0,-37.7216,144.9292,30,427500
4343,3,9.9,3,2,1,94.0,-37.7177,144.9328,9,560000
4344,2,9.9,2,1,1,82.0,-37.7324,144.9377,7,520000
4345,5,9.9,5,2,2,166.0,-37.7328,144.9281,68,958000
4346,3,3.8,3,3,0,105.0,-37.8368,144.9463,108,1400000
4347,2,3.8,2,1,1,54.0,-37.8415,144.9412,6,520000
4348,2,3.8,2,2,1,90.0,-37.84,144.939,6,801000
4349,3,3.8,3,2,2,226.0,-37.8323,144.9463,138,2400000
4350,2,3.8,2,1,1,61.0,-37.841,144.9386,10,575000
4351,4,3.8,4,3,2,156.0,-37.8346,144.9358,118,2700000
4352,2,3.8,2,1,1,61.0,-37.8443,144.9442,13,600000
4353,2,3.8,2,2,2,99.0,-37.8424,144.9449,13,1030000
4354,2,4.5,2,1,1,84.0,-37.8513,144.9943,98,645000
4355,2,4.5,2,1,1,69.0,-37.8542,145.0024,42,550000
4356,2,4.5,2,1,1,59.0,-37.8538,145.0088,48,630000
4357,2,4.5,2,1,1,87.0,-37.8508,144.9874,53,685000
4358,1,4.5,1,1,0,54.0,-37.8508,145.0051,113,860000
4359,3,8.8,3,2,2,118.0,-37.736,145.0033,83,1190000
4360,3,8.8,3,2,3,123.0,-37.7438,144.9971,93,1121000
4361,3,8.8,3,2,2,123.0,-37.7336,145.0022,53,917500
4362,3,8.8,3,2,2,124.0,-37.7334,144.9873,78,800000
4363,4,8.8,4,1,2,146.0,-37.7506,144.99,83,1075000
4364,3,8.8,3,1,3,145.0,-37.7373,144.9864,68,1000000
4365,3,8.8,3,1,1,90.0,-37.7341,145.0275,63,910000
4366,3,8.8,3,1,2,90.0,-37.7536,145.0191,58,690000
4367,3,8.8,3,2,4,124.0,-37.7344,145.0208,68,1100000
4368,1,8.8,1,1,1,65.0,-37.7316,145.0201,7,385000
4369,3,11.2,3,1,1,116.0,-37.7152,144.9817,48,595000
4370,4,11.2,4,2,2,142.0,-37.7074,145.0276,53,905000
4371,5,11.2,5,2,2,100.0,-37.7114,145.02100000000002,58,845000
4372,3,11.2,3,2,2,1.0,-37.7085,145.018,6,815000
4373,4,11.2,4,3,3,213.0,-37.701,144.9993,48,770000
4374,3,11.2,3,1,2,102.0,-37.7054,144.9945,58,610000
4375,2,11.2,2,1,1,100.0,-37.721,145.016,78,861500
4376,3,11.2,3,1,1,115.0,-37.7194,145.0015,68,801000
4377,2,11.2,2,1,1,85.0,-37.6955,145.0097,9,490000
4378,3,11.2,3,1,2,112.0,-37.7068,145.0193,68,605000
4379,2,11.2,2,2,2,93.0,-37.7071,145.0108,11,652000
4380,2,11.2,2,1,1,67.0,-37.7091,145.0259,38,375000
4381,2,11.2,2,1,1,1.0,-37.7216,145.0099,58,505000
4382,2,2.6,2,1,1,118.0,-37.8119,144.9947,6,950000
4383,2,2.6,2,1,1,99.0,-37.821,145.0054,22,1226000
4384,3,2.6,3,1,0,106.0,-37.8162,145.006,118,1214000
4385,3,2.6,3,1,1,90.0,-37.833,144.997,19,790000
4386,2,2.6,2,2,1,137.0,-37.8151,145.0003,16,1090000
4387,3,2.6,3,1,0,115.0,-37.8221,144.9964,60,1785000
4388,2,2.6,2,1,1,65.0,-37.821999999999996,145.0104,10,560000
4389,2,2.6,2,1,0,63.7,-37.817,145.0058,118,1050000
4390,3,2.6,3,1,2,100.0,-37.8221,144.9988,8,1052000
4391,3,2.6,3,2,7,204.0,-37.8213,144.9948,7,3000000
4392,3,2.6,3,1,1,95.0,-37.8264,145.0123,118,1330000
4393,1,2.6,1,1,0,77.0,-37.8259,145.0107,118,911000
4394,2,11.4,2,1,1,105.0,-37.7437,145.0729,38,615000
4395,2,6.6,2,1,0,80.0,-37.8026,144.8882,118,665000
4396,3,2.1,3,2,1,168.0,-37.8395,144.9489,118,2240000
4397,1,2.1,1,1,1,42.0,-37.8344,144.9581,48,460000
4398,2,2.1,2,1,0,2.0,-37.8353,144.9599,118,650000
4399,2,2.1,2,1,1,75.0,-37.8351,144.964,14,1100000
4400,3,2.1,3,1,1,105.0,-37.8365,144.9497,108,1820000
4401,3,2.1,3,2,2,110.87,-37.8309,144.9686,15,680000
4402,3,2.1,3,2,2,150.0,-37.8319,144.9682,17,710000
4403,2,3.3,2,1,0,82.0,-37.8454,144.9891,118,1214000
4404,2,3.3,2,1,0,73.0,-37.8406,145.0035,48,485000
4405,2,3.3,2,2,0,145.0,-37.8433,145.0024,138,1710000
4406,2,3.3,2,1,1,106.0,-37.8383,144.9995,48,792500
4407,1,3.3,1,1,0,46.0,-37.8354,144.984,58,390500
4408,2,6.1,2,2,1,84.0,-37.8709,144.9807,12,610500
4409,2,6.1,2,1,0,74.0,-37.8661,144.9802,88,1120000
4410,2,6.1,2,1,1,98.0,-37.8636,144.9749,128,1077000
4411,2,6.1,2,1,1,97.0,-37.8658,144.9774,108,1301000
4412,2,6.1,2,1,2,112.0,-37.8658,144.9795,128,1440000
4413,3,6.1,3,1,0,115.0,-37.8718,144.9767,88,1000000
4414,3,6.1,3,1,1,140.0,-37.8623,144.9772,63,1190000
