,Rooms,Distance,Landsize,Bathroom,Car,BuildingArea,Lattitude,Longtitude,Age,Price
11312,3,12.4,592.0,1.0,1.0,113.0,-37.6968,144.9674,58.0,652500.0
11313,4,12.4,607.0,2.0,2.0,338.0,-37.716,144.9663,3.0,1010000.0
11316,3,12.4,208.0,1.0,1.0,107.0,-37.7092,144.9695,7.0,492000.0
11318,3,12.4,195.0,2.0,1.0,91.0,-37.7062,144.9688,18.0,422500.0
11333,3,7.5,431.0,2.0,2.0,120.0,-37.8269,145.0496,68.0,1865000.0
11337,5,7.5,431.0,3.0,2.0,203.0,-37.825,145.0536,98.0,1700000.0
11347,3,7.5,466.0,2.0,2.0,176.0,-37.8305,145.0475,103.0,1450000.0
11352,3,7.5,94.0,2.0,2.0,169.0,-37.8302,145.0525,13.0,1110000.0
11355,4,7.5,640.0,2.0,2.0,232.0,-37.826,145.0498,111.0,3100000.0
11357,2,7.5,0.0,1.0,1.0,69.0,-37.8318,145.0448,48.0,555000.0
11360,3,7.5,646.0,2.0,1.0,228.0,-37.8337,145.0469,38.0,1700000.0
11362,2,7.5,390.0,1.0,2.0,102.0,-37.8322,145.0486,83.0,1585000.0
11363,3,7.5,144.0,2.0,1.0,107.0,-37.8435,145.0497,43.0,935000.0
11364,2,7.5,0.0,1.0,1.0,55.0,-37.8278,145.0565,51.0,460000.0
11369,4,7.5,764.0,1.0,2.0,171.0,-37.8374,145.0486,78.0,2800000.0
11372,2,7.5,0.0,1.0,1.0,60.0,-37.8254,145.047,48.0,573000.0
11376,2,7.5,0.0,1.0,1.0,110.0,-37.8233,145.0575,73.0,680000.0
11379,5,7.5,452.0,2.0,2.0,319.0,-37.8223,145.0494,116.0,2250000.0
11382,4,7.5,457.0,2.0,2.0,166.0,-37.8332,145.0461,118.0,2381000.0
11383,4,7.5,324.0,3.0,2.0,241.0,-37.8348,145.0503,16.0,1738000.0
11386,3,7.5,0.0,1.0,1.0,95.0,-37.8414,145.0505,48.0,735000.0
11391,3,7.5,362.0,1.0,2.0,130.0,-37.8337,145.0504,108.0,1420000.0
11392,2,7.5,0.0,1.0,1.0,60.0,-37.8339,145.0548,53.0,400000.0
11396,2,7.5,229.0,1.0,0.0,70.0,-37.8265,145.0484,118.0,1335000.0
11397,3,7.5,431.0,2.0,2.0,120.0,-37.8269,145.0496,68.0,1825000.0
11399,2,7.5,150.0,1.0,1.0,99.0,-37.844,145.0496,49.0,840000.0
11404,5,7.5,1250.0,2.0,2.0,360.0,-37.8245,145.0524,18.0,3500000.0
11405,2,7.5,0.0,1.0,1.0,68.0,-37.8245,145.0527,48.0,444000.0
11407,3,7.5,213.0,2.0,1.0,162.0,-37.8302,145.0542,128.0,1320000.0
11408,3,7.5,477.0,1.0,2.0,173.0,-37.8257,145.0514,138.0,1890000.0
11412,4,7.5,697.0,2.0,1.0,172.0,-37.8307,145.0498,113.0,2450000.0
11413,3,7.5,289.0,2.0,2.0,181.0,-37.8451,145.0525,8.0,1590000.0
11416,4,7.5,523.0,3.0,2.0,316.0,-37.8319,145.0503,63.0,2450000.0
11422,2,7.5,172.0,1.0,1.0,90.0,-37.8437,145.0536,58.0,706000.0
11423,5,7.5,757.0,3.0,3.0,240.0,-37.8176,145.0548,93.0,2500000.0
11424,4,7.5,556.0,2.0,2.0,220.0,-37.8204,145.0516,118.0,2350000.0
11425,2,7.5,326.0,1.0,2.0,113.0,-37.8373,145.0455,78.0,1385000.0
11426,2,7.5,1153.0,1.0,1.0,69.0,-37.8227,145.0528,48.0,655250.0
11427,6,7.5,350.0,2.0,0.0,198.0,-37.8219,145.0556,118.0,1666000.0
11429,1,7.5,2276.0,1.0,1.0,58.0,-37.8343,145.0547,68.0,430000.0
11436,2,7.5,0.0,1.0,1.0,78.0,-37.839,145.0459,53.0,505000.0
11442,3,7.5,354.0,1.0,1.0,115.0,-37.8225,145.0551,118.0,1650000.0
11443,1,7.5,917.0,1.0,0.0,44.0,-37.8338,145.0545,48.0,371000.0
11448,3,7.5,255.0,2.0,1.0,115.0,-37.8266,145.0493,128.0,1625000.0
11454,3,7.5,211.0,1.0,1.0,120.0,-37.8204,145.0489,28.0,975000.0
11457,2,10.6,132.0,1.0,1.0,69.0,-37.7519,145.0687,46.0,546500.0
11461,3,10.6,858.0,1.0,1.0,136.0,-37.7504,145.0643,58.0,1220000.0
11462,3,10.6,235.0,1.0,2.0,123.0,-37.7519,145.0696,28.0,550000.0
11464,2,10.6,182.0,1.0,1.0,110.0,-37.7587,145.0657,45.0,705000.0
11470,2,10.6,187.0,1.0,1.0,89.0,-37.7518,145.0698,38.0,490000.0
11473,3,10.6,600.0,1.0,2.0,190.0,-37.751999999999995,145.0722,68.0,1110000.0
11474,2,10.6,153.0,1.0,2.0,97.0,-37.7538,145.0695,46.0,540000.0
11477,3,10.6,577.0,1.0,2.0,140.0,-37.7494,145.0703,63.0,750000.0
11486,5,10.6,580.0,2.0,2.0,222.0,-37.7539,145.0577,78.0,1401000.0
11493,3,10.6,662.0,1.0,1.0,159.0,-37.7507,145.062,68.0,1195000.0
11498,2,10.6,110.0,1.0,1.0,88.0,-37.7489,145.07,8.0,690000.0
11500,3,10.6,639.0,1.0,1.0,115.0,-37.7502,145.0605,53.0,1375000.0
11502,3,10.6,827.0,1.0,1.0,109.0,-37.748000000000005,145.0625,66.0,1400000.0
11505,2,10.6,247.0,1.0,2.0,68.0,-37.7502,145.069,44.0,475000.0
11507,3,10.6,649.0,3.0,2.0,357.0,-37.7501,145.0822,1.0,1030000.0
11509,3,10.6,0.0,1.0,2.0,125.0,-37.7502,145.0718,68.0,1125000.0
11511,5,9.0,2064.0,4.0,2.0,405.0,-37.7769,145.0605,67.0,3850000.0
11512,3,9.0,624.0,1.0,1.0,117.0,-37.7741,145.0506,68.0,1605000.0
11513,2,9.0,1473.0,1.0,1.0,65.0,-37.7713,145.0499,58.0,470000.0
11517,4,9.0,948.0,3.0,3.0,249.0,-37.7759,145.063,58.0,1740000.0
11519,4,9.0,830.0,2.0,2.0,315.0,-37.7679,145.0673,68.0,1660000.0
11521,4,9.0,1004.0,2.0,2.0,247.0,-37.7689,145.0665,83.0,2200000.0
11525,4,9.0,583.0,3.0,2.0,318.0,-37.7719,145.0582,43.0,1875000.0
11527,5,9.0,826.0,3.0,3.0,250.0,-37.7793,145.0654,63.0,1797000.0
11528,3,9.0,180.0,2.0,1.0,165.0,-37.772,145.0538,6.0,1050000.0
11537,3,14.5,610.0,1.0,0.0,121.0,-37.6885,144.9092,63.0,551000.0
11539,3,14.5,600.0,1.0,2.0,110.0,-37.6866,144.9086,68.0,350000.0
11544,3,14.5,650.0,1.0,2.0,90.0,-37.687,144.9084,43.0,425000.0
11546,3,14.5,647.0,1.0,2.0,173.0,-37.6904,144.9121,58.0,600000.0
11547,3,14.5,601.0,1.0,1.0,92.0,-37.6889,144.9109,58.0,460000.0
11548,3,14.5,624.0,1.0,3.0,93.0,-37.6862,144.91299999999998,52.0,611000.0
11550,3,14.5,598.0,1.0,2.0,92.0,-37.6878,144.9112,53.0,495000.0
11551,2,14.5,729.0,1.0,2.0,88.0,-37.6909,144.9136,58.0,472500.0
11553,3,12.4,218.0,2.0,1.0,110.0,-37.7133,145.0374,14.0,480000.0
11555,3,12.4,907.0,1.0,1.0,165.0,-37.7143,145.039,58.0,980000.0
11558,4,12.4,465.0,1.0,1.0,120.0,-37.7126,145.03,48.0,610000.0
11566,3,12.4,468.0,2.0,1.0,153.0,-37.7125,145.0306,48.0,607500.0
11568,2,7.8,180.0,2.0,1.0,179.0,-37.8115,144.8763,7.0,677200.0
11571,3,7.8,269.0,2.0,2.0,123.0,-37.8108,144.8819,103.0,1155000.0
11573,3,7.8,259.0,1.0,1.0,105.0,-37.8046,144.8831,78.0,817000.0
11574,3,7.8,275.0,2.0,2.0,145.0,-37.8118,144.8801,98.0,1035000.0
11576,2,7.8,224.0,1.0,1.0,89.0,-37.8083,144.8841,103.0,677500.0
11579,3,7.8,350.0,1.0,1.0,114.0,-37.8123,144.8805,68.0,760000.0
11580,2,7.8,84.0,2.0,0.0,130.0,-37.8058,144.8846,118.0,730000.0
11583,2,7.8,117.0,1.0,1.0,74.0,-37.8083,144.8775,10.0,440000.0
11585,2,7.8,220.0,1.0,1.0,219.0,-37.8068,144.8782,128.0,685000.0
11588,1,7.8,0.0,1.0,1.0,36.0,-37.81,144.8786,48.0,210000.0
11591,3,7.8,272.0,2.0,0.0,132.0,-37.8079,144.8825,103.0,1340000.0
11592,4,7.8,276.0,2.0,1.0,4.0,-37.8039,144.8849,70.0,925000.0
11595,4,7.8,274.0,2.0,1.0,172.0,-37.8078,144.8825,108.0,1275000.0
11597,3,7.8,275.0,1.0,1.0,100.0,-37.8085,144.8802,98.0,925000.0
11599,4,7.8,343.0,2.0,1.0,109.0,-37.8066,144.8811,98.0,1336000.0
11602,1,7.8,0.0,1.0,1.0,38.0,-37.8089,144.8788,58.0,200000.0
11609,4,12.1,286.0,3.0,2.0,160.0,-37.8958,145.0696,28.0,1100000.0
11612,3,12.1,302.0,2.0,2.0,172.0,-37.9043,145.0622,18.0,1160000.0
11614,3,12.1,274.0,1.0,1.0,107.0,-37.8968,145.075,93.0,820000.0
11617,2,12.1,161.0,1.0,1.0,89.0,-37.8955,145.07299999999998,38.0,740000.0
11619,3,12.1,277.0,2.0,1.0,109.0,-37.8936,145.0709,43.0,975000.0
11620,3,12.1,595.0,1.0,2.0,130.0,-37.9027,145.0684,61.0,1060000.0
11623,2,12.1,275.0,1.0,2.0,94.0,-37.8936,145.0725,43.0,680000.0
11626,3,12.1,618.0,1.0,2.0,163.0,-37.8991,145.0686,58.0,1430000.0
11629,3,12.1,834.0,2.0,2.0,168.0,-37.8959,145.0736,64.0,1370000.0
11630,2,12.1,5289.0,2.0,2.0,72.0,-37.8882,145.0666,5.0,605000.0
11634,4,12.1,660.0,2.0,2.0,167.0,-37.8932,145.0681,98.0,1610000.0
11644,1,12.1,0.0,1.0,1.0,37.0,-37.8944,145.0733,52.0,256500.0
11648,5,12.1,683.0,2.0,2.0,223.0,-37.9055,145.0691,58.0,1300000.0
11649,3,12.1,181.0,1.0,1.0,104.0,-37.8966,145.0737,43.0,835000.0
11652,2,12.1,293.0,2.0,1.0,125.0,-37.9033,145.0727,14.0,861500.0
11653,2,12.1,5289.0,2.0,1.0,70.0,-37.8882,145.0666,5.0,500000.0
11655,4,12.1,557.0,2.0,2.0,178.0,-37.906,145.07399999999998,63.0,1400000.0
11657,2,12.1,102.0,1.0,1.0,92.0,-37.8894,145.0679,58.0,603000.0
11659,3,12.1,506.0,2.0,2.0,169.0,-37.902,145.0705,68.0,1100000.0
11662,3,12.1,553.0,2.0,2.0,138.0,-37.9031,145.0668,58.0,1090000.0
11665,4,12.1,990.0,2.0,2.0,267.0,-37.8916,145.0753,15.0,1800000.0
11672,2,12.1,186.0,1.0,1.0,110.0,-37.8947,145.0722,38.0,745500.0
11674,3,11.8,650.0,2.0,2.0,150.0,-37.8986,145.0359,68.0,1401000.0
11676,4,11.8,903.0,1.0,2.0,235.0,-37.9062,145.0263,33.0,2250000.0
11677,4,11.8,705.0,2.0,2.0,226.0,-37.9035,145.028,96.0,1715000.0
11680,1,11.8,0.0,1.0,1.0,36.0,-37.9028,145.0475,58.0,250000.0
11685,4,11.8,805.0,1.0,1.0,808.0,-37.9066,145.0354,93.0,1920000.0
11687,4,11.8,678.0,2.0,1.0,162.0,-37.9065,145.0461,98.0,1918000.0
11688,3,11.8,265.0,1.0,1.0,91.0,-37.906,145.04,28.0,900000.0
11693,3,11.8,667.0,2.0,2.0,142.0,-37.9088,145.0471,68.0,1770000.0
11696,3,11.8,326.0,2.0,2.0,188.0,-37.903,145.0285,18.0,1250000.0
11704,3,11.8,0.0,2.0,3.0,93.0,-37.9018,145.0477,48.0,822500.0
11705,2,11.8,210.0,1.0,1.0,90.0,-37.9001,145.0428,22.0,810000.0
11706,3,11.8,551.0,1.0,1.0,156.0,-37.9036,145.0521,78.0,1322000.0
11710,4,11.8,718.0,3.0,1.0,189.0,-37.9061,145.0509,79.0,1845000.0
11711,3,11.8,578.0,1.0,2.0,140.0,-37.9047,145.0274,83.0,1535000.0
11712,4,11.8,691.0,2.0,2.0,193.0,-37.905,145.029,83.0,2005000.0
11713,3,11.8,180.0,2.0,1.0,92.0,-37.9069,145.041,21.0,932000.0
11714,4,11.8,862.0,2.0,2.0,153.0,-37.8993,145.0447,48.0,1500000.0
11717,4,11.8,666.0,2.0,2.0,158.0,-37.9032,145.049,81.0,1390000.0
11718,3,11.8,397.0,1.0,1.0,124.0,-37.9064,145.0291,78.0,940000.0
11722,1,11.8,0.0,1.0,1.0,36.0,-37.9028,145.0426,48.0,296000.0
11727,2,11.8,0.0,1.0,1.0,52.0,-37.8986,145.042,7.0,475000.0
11729,3,11.8,238.0,2.0,1.0,127.0,-37.9062,145.02700000000002,20.0,820000.0
11731,3,11.8,382.0,2.0,1.0,137.0,-37.9061,145.0478,20.0,940000.0
11734,3,11.8,0.0,2.0,2.0,163.0,-37.9071,145.0439,38.0,1470000.0
11736,2,11.8,0.0,1.0,1.0,69.0,-37.903,145.0452,48.0,430000.0
11738,1,11.8,0.0,1.0,1.0,44.0,-37.9016,145.0414,8.0,362000.0
11739,2,11.8,0.0,1.0,1.0,65.0,-37.903,145.0452,48.0,410000.0
11743,2,11.8,452.0,1.0,2.0,105.0,-37.9024,145.0539,88.0,1177000.0
11744,2,11.8,94.0,1.0,1.0,91.0,-37.9011,145.0474,48.0,617500.0
11747,2,11.8,0.0,1.0,1.0,68.0,-37.9031,145.0444,48.0,405000.0
11752,6,8.2,554.0,3.0,2.0,199.0,-37.8053,144.8681,78.0,1020000.0
11753,2,8.2,444.0,1.0,1.0,98.0,-37.7933,144.876,78.0,912500.0
11760,4,8.2,255.0,1.0,1.0,131.0,-37.7906,144.8687,98.0,710000.0
11763,4,8.2,390.0,2.0,3.0,149.0,-37.7926,144.8639,68.0,837000.0
11765,4,8.2,497.0,2.0,2.0,179.0,-37.7903,144.8639,38.0,850000.0
11767,6,8.2,0.0,2.0,1.0,171.0,-37.809,144.8686,48.0,520000.0
11769,3,8.2,0.0,1.0,1.0,56.0,-37.7964,144.8672,53.0,347000.0
11771,2,8.2,0.0,1.0,2.0,75.0,-37.7952,144.8749,48.0,438000.0
11776,2,8.2,80.0,1.0,1.0,64.0,-37.806,144.8674,38.0,415000.0
11777,3,8.2,302.0,1.0,2.0,125.0,-37.8066,144.8666,80.0,723000.0
11778,4,8.2,0.0,2.0,1.0,171.0,-37.809,144.8686,48.0,530000.0
11781,3,8.2,347.0,1.0,2.0,113.0,-37.8067,144.8761,93.0,967000.0
11782,3,8.2,442.0,1.0,1.0,123.0,-37.7914,144.8812,68.0,840000.0
11785,3,8.2,412.0,1.0,1.0,162.0,-37.7941,144.881,38.0,910000.0
11787,3,8.2,440.0,1.0,3.0,131.0,-37.7937,144.8732,68.0,820000.0
11790,3,8.2,353.0,1.0,1.0,360.0,-37.7915,144.8733,93.0,756000.0
11795,3,8.2,255.0,1.0,2.0,148.0,-37.8038,144.8679,17.0,620000.0
11797,3,8.2,336.0,2.0,3.0,94.0,-37.7995,144.8794,108.0,875000.0
11800,4,8.2,426.0,1.0,2.0,144.0,-37.7919,144.8793,88.0,830000.0
11804,2,8.2,154.0,1.0,1.0,2.0,-37.8004,144.8647,13.0,545000.0
11809,3,8.2,448.0,1.0,3.0,96.0,-37.7911,144.8821,93.0,913000.0
11810,2,8.2,462.0,1.0,2.0,101.0,-37.8009,144.8653,58.0,850000.0
11816,2,8.2,267.0,1.0,1.0,95.0,-37.8021,144.8629,78.0,770000.0
11817,2,8.2,161.0,1.0,2.0,700.0,-37.7905,144.8714,41.0,495000.0
11818,3,8.2,1000.0,1.0,4.0,85.0,-37.7936,144.8639,88.0,1575000.0
11821,1,8.2,628.0,1.0,1.0,44.0,-37.7993,144.8794,48.0,288000.0
11822,3,8.2,536.0,1.0,2.0,113.0,-37.7978,144.8743,93.0,1151500.0
11823,3,8.2,501.0,1.0,2.0,147.0,-37.7912,144.868,58.0,860000.0
11825,3,8.2,372.0,1.0,3.0,96.0,-37.796,144.8728,98.0,805000.0
11827,2,8.2,0.0,1.0,1.0,90.0,-37.7956,144.8762,38.0,450000.0
11832,2,8.2,781.0,1.0,1.0,82.0,-37.8079,144.8684,5.0,420000.0
11835,3,8.2,397.0,1.0,1.0,127.0,-37.7901,144.8682,58.0,878000.0
11836,2,13.9,672.0,1.0,2.0,111.0,-37.7812,144.8121,60.0,765000.0
11837,3,13.9,628.0,2.0,3.0,140.0,-37.7801,144.8121,58.0,730000.0
11838,2,13.9,697.0,1.0,0.0,94.0,-37.7778,144.81799999999998,48.0,730000.0
11839,3,13.9,605.0,2.0,2.0,102.0,-37.7792,144.8117,53.0,593000.0
11840,4,13.9,837.0,1.0,2.0,156.0,-37.7825,144.8221,88.0,816000.0
11846,2,13.9,534.0,1.0,1.0,90.0,-37.7795,144.8204,68.0,600000.0
11847,3,13.9,697.0,1.0,1.0,110.0,-37.7842,144.8175,90.0,600000.0
11848,1,13.9,2347.0,1.0,1.0,43.0,-37.7852,144.8272,43.0,185000.0
11850,2,13.9,0.0,1.0,1.0,78.0,-37.7796,144.8252,48.0,319000.0
11852,3,13.9,420.0,2.0,7.0,150.0,-37.7848,144.8231,48.0,560000.0
11858,3,13.9,697.0,1.0,0.0,153.0,-37.7809,144.8228,98.0,840000.0
11876,2,10.9,191.0,1.0,2.0,87.0,-37.8226,144.8392,4.0,507000.0
11887,3,10.4,553.0,1.0,2.0,137.0,-37.8878,145.0456,88.0,1160000.0
11889,3,10.4,295.0,2.0,1.0,176.0,-37.8904,145.0387,88.0,1330000.0
11903,2,10.4,0.0,1.0,1.0,68.0,-37.8866,145.0396,48.0,636500.0
11904,5,10.4,688.0,3.0,2.0,347.0,-37.8921,145.0381,108.0,2575000.0
11907,2,10.4,0.0,1.0,1.0,78.0,-37.8866,145.0396,48.0,710000.0
11908,2,10.4,1784.0,1.0,1.0,110.0,-37.8966,145.0453,48.0,640000.0
11911,2,14.0,0.0,1.0,1.0,80.0,-37.8994,145.0955,58.0,305000.0
11914,2,14.0,0.0,1.0,1.0,87.0,-37.8991,145.0939,14.0,400000.0
11915,3,14.0,670.0,1.0,1.0,118.0,-37.9033,145.1006,93.0,880000.0
11919,3,14.0,602.0,1.0,2.0,107.0,-37.8923,145.1013,68.0,1045000.0
11924,3,14.0,340.0,1.0,2.0,103.0,-37.8968,145.0983,88.0,690000.0
11926,3,14.0,544.0,2.0,2.0,146.0,-37.9055,145.1024,48.0,1050000.0
11932,3,14.0,691.0,1.0,2.0,140.0,-37.9109,145.0995,68.0,865000.0
11935,3,14.0,548.0,1.0,2.0,115.0,-37.8951,145.101,43.0,1033000.0
11942,2,14.0,607.0,2.0,2.0,138.0,-37.8964,145.0977,68.0,750000.0
11945,3,14.0,543.0,1.0,2.0,139.0,-37.9023,145.105,78.0,1025000.0
11948,3,14.0,279.0,2.0,2.0,95.0,-37.9001,145.1009,88.0,633500.0
11950,4,14.0,604.0,1.0,2.0,183.0,-37.9087,145.0886,53.0,1180000.0
11954,3,14.0,528.0,1.0,2.0,112.0,-37.9066,145.088,88.0,1225000.0
11957,5,14.0,695.0,3.0,2.0,305.0,-37.8973,145.0979,3.0,1600000.0
11967,2,7.4,66.0,2.0,1.0,111.0,-37.8813,144.9964,13.0,755000.0
11969,2,7.4,0.0,1.0,1.0,74.0,-37.8788,144.9974,47.0,520000.0
11970,2,2.5,176.0,1.0,2.0,114.0,-37.8281,144.9923,98.0,1000000.0
11972,1,2.5,0.0,1.0,1.0,52.0,-37.8301,144.9904,11.0,425000.0
11974,3,2.5,324.0,2.0,2.0,165.0,-37.8278,144.9885,138.0,1280000.0
11977,3,2.5,324.0,2.0,2.0,165.0,-37.8278,144.9885,138.0,1475000.0
11980,2,2.5,131.0,1.0,1.0,80.0,-37.8274,144.9967,128.0,1015000.0
11981,2,2.5,125.0,1.0,1.0,68.0,-37.8258,144.99200000000002,118.0,930000.0
11984,3,2.5,263.0,2.0,2.0,166.0,-37.8266,144.9894,2.0,1900000.0
11985,2,2.5,0.0,1.0,1.0,75.0,-37.8255,144.9948,3.0,662500.0
11989,2,2.5,151.0,1.0,1.0,151.0,-37.8311,144.9914,20.0,1010000.0
11991,3,2.5,326.0,1.0,1.0,100.0,-37.8283,144.9946,128.0,1300000.0
11994,3,2.5,138.0,2.0,2.0,108.0,-37.8288,144.9891,17.0,1300000.0
12003,4,9.1,669.0,1.0,3.0,143.0,-37.8305,144.8736,68.0,930000.0
12004,2,9.1,151.0,2.0,1.0,102.0,-37.8289,144.8671,7.0,650000.0
12006,3,9.1,669.0,1.0,5.0,124.0,-37.8321,144.8736,68.0,985000.0
12010,4,9.1,662.0,3.0,1.0,265.0,-37.8307,144.8725,2.0,915000.0
12016,3,9.1,144.0,1.0,2.0,92.0,-37.8268,144.8675,38.0,508000.0
12017,2,9.1,78.0,1.0,1.0,130.0,-37.8262,144.8677,38.0,420000.0
12020,2,9.1,126.0,1.0,1.0,83.0,-37.8315,144.8693,43.0,506000.0
12022,2,9.1,78.0,1.0,1.0,62.0,-37.8337,144.8739,58.0,380000.0
12023,2,9.1,228.0,1.0,1.0,100.0,-37.8317,144.8713,18.0,611000.0
12025,4,12.5,697.0,2.0,2.0,277.0,-37.7141,144.8995,6.0,1260000.0
12026,4,12.5,528.0,3.0,2.0,192.0,-37.7137,144.8987,52.0,931999.0
12036,3,5.3,337.0,2.0,1.0,153.0,-37.7813,144.9371,88.0,1257000.0
12037,4,5.3,621.0,2.0,1.0,192.0,-37.7778,144.9346,118.0,1562000.0
12039,4,5.3,650.0,3.0,2.0,242.0,-37.7796,144.935,93.0,1740000.0
12042,2,5.3,0.0,1.0,1.0,51.0,-37.7847,144.9383,6.0,315000.0
12047,5,9.3,521.0,2.0,1.0,208.0,-37.8868,145.0462,103.0,1335000.0
12056,5,12.7,705.0,3.0,6.0,313.0,-37.864000000000004,144.8437,13.0,1415000.0
12061,3,14.5,696.0,1.0,1.0,132.0,-37.725,144.8586,43.0,720000.0
12062,2,14.5,161.0,1.0,1.0,100.0,-37.7251,144.8621,8.0,380000.0
12065,3,14.5,255.0,1.0,1.0,132.0,-37.7243,144.8533,27.0,501000.0
12068,3,14.5,695.0,1.0,1.0,141.0,-37.7259,144.8579,48.0,722000.0
12069,4,14.5,308.0,3.0,1.0,174.0,-37.7231,144.8602,48.0,746000.0
12073,3,14.5,166.0,1.0,1.0,136.0,-37.7169,144.8582,19.0,455000.0
12075,4,14.5,231.0,2.0,1.0,146.0,-37.7263,144.8584,5.0,600000.0
12076,3,14.5,338.0,1.0,1.0,107.0,-37.7212,144.8545,58.0,575000.0
12077,3,14.5,554.0,2.0,2.0,129.0,-37.7212,144.8598,38.0,566000.0
12078,3,9.8,236.0,2.0,2.0,193.0,-37.8982,145.0121,14.0,1250000.0
12079,2,9.8,0.0,1.0,1.0,65.0,-37.8971,145.0093,48.0,393000.0
12081,2,9.8,0.0,1.0,1.0,75.0,-37.8994,145.0101,58.0,595000.0
12083,4,9.8,474.0,3.0,3.0,230.0,-37.8988,145.0098,8.0,2200000.0
12087,4,3.7,256.0,2.0,1.0,156.0,-37.7833,144.9681,128.0,1908000.0
12092,3,9.1,240.0,3.0,2.0,240.0,-37.762,144.8916,5.0,1300000.0
12093,2,9.1,70.0,1.0,1.0,72.3,-37.7564,144.9043,38.0,470000.0
12096,4,9.1,746.0,2.0,2.0,161.0,-37.7595,144.8993,68.0,1740000.0
12098,3,3.3,178.0,1.0,1.0,116.0,-37.8473,144.9495,108.0,1700000.0
12099,1,3.3,0.0,1.0,1.0,64.0,-37.8487,144.9511,130.0,1100000.0
12109,3,3.3,163.0,1.0,1.0,85.0,-37.8473,144.955,128.0,2150000.0
12114,2,3.3,111.0,1.0,0.0,70.0,-37.8445,144.9489,103.0,1190000.0
12126,3,11.1,606.0,1.0,2.0,109.0,-37.8326,144.8594,48.0,916000.0
12133,3,11.1,535.0,1.0,3.0,132.0,-37.8322,144.8399,48.0,910000.0
12138,2,6.3,0.0,1.0,1.0,66.23,-37.8624,145.0223,58.0,480000.0
12147,2,6.3,869.0,1.0,1.0,74.0,-37.8603,145.0224,38.0,852000.0
12152,1,6.3,0.0,1.0,0.0,48.0,-37.8531,145.0115,52.0,405000.0
12153,5,5.9,468.0,3.0,3.0,274.0,-37.7822,144.9065,93.0,2100000.0
12155,3,5.9,450.0,1.0,1.0,155.0,-37.7756,144.9148,98.0,1435000.0
12156,2,5.9,226.0,1.0,1.0,98.0,-37.7761,144.9165,98.0,1020000.0
12159,6,5.9,1012.0,3.0,2.0,435.0,-37.7721,144.9184,131.0,2250000.0
12160,4,5.9,0.0,3.0,2.0,159.0,-37.7831,144.9209,7.0,900000.0
12171,2,12.2,803.0,1.0,2.0,95.0,-37.8683,145.1064,68.0,1495000.0
12174,2,12.2,78.0,1.0,1.0,59.0,-37.8677,145.0981,48.0,822000.0
12181,3,12.2,235.0,2.0,2.0,130.0,-37.8625,145.1083,12.0,890000.0
12184,3,10.5,292.0,2.0,1.0,150.0,-37.7593,144.8561,10.0,765000.0
12190,4,10.5,656.0,3.0,2.0,322.0,-37.7522,144.8659,28.0,1300000.0
12193,3,10.5,585.0,1.0,1.0,99.0,-37.7574,144.8574,58.0,760000.0
12198,2,9.2,667.0,1.0,2.0,130.0,-37.7926,145.0842,63.0,1900000.0
12205,3,9.2,350.0,1.0,1.0,120.0,-37.7862,145.0739,68.0,700000.0
12206,4,9.2,636.0,3.0,2.0,227.0,-37.789,145.0938,58.0,1890000.0
12220,4,9.2,627.0,3.0,2.0,213.0,-37.7827,145.0945,48.0,1725000.0
12222,3,9.5,601.0,2.0,3.0,101.51,-37.7524,145.0393,68.0,894000.0
12238,3,13.0,338.0,3.0,2.0,194.0,-37.9166,145.0418,6.0,1375000.0
12247,2,13.0,0.0,1.0,1.0,115.0,-37.9296,145.0498,12.0,725000.0
12250,4,13.9,635.0,3.0,2.0,200.0,-37.9107,145.0745,68.0,1515000.0
12252,3,13.9,337.0,1.0,3.0,100.0,-37.9331,145.0586,68.0,986000.0
12262,3,13.9,372.0,2.0,2.0,180.0,-37.9127,145.0694,10.0,1225000.0
12272,3,13.9,294.0,1.0,1.0,105.0,-37.919000000000004,145.0803,68.0,810000.0
12275,2,13.9,1026.0,1.0,1.0,68.11,-37.911,145.0711,48.0,535000.0
12283,4,13.9,587.0,1.0,2.0,161.0,-37.9194,145.05700000000002,68.0,1292000.0
12285,3,13.9,557.0,2.0,2.0,119.0,-37.9076,145.06799999999998,58.0,959000.0
12289,2,13.1,171.0,1.0,1.0,80.0,-37.8158,145.1384,4.0,780000.0
12294,3,13.1,689.0,1.0,2.0,152.0,-37.8262,145.1301,98.0,1760000.0
12298,3,13.1,693.0,2.0,2.0,158.0,-37.8229,145.1217,93.0,2080000.0
12302,2,10.8,555.0,1.0,2.0,74.0,-37.7854,144.8463,68.0,610000.0
12306,2,10.8,604.0,1.0,1.0,82.0,-37.782,144.8528,68.0,760000.0
12308,3,10.8,145.0,2.0,1.0,107.0,-37.7894,144.8463,15.0,441700.0
12309,4,10.8,475.0,3.0,2.0,319.0,-37.7759,144.8552,16.0,1000000.0
12314,3,11.2,517.0,2.0,2.0,195.0,-37.894,144.9977,98.0,2575000.0
12315,4,11.2,473.0,4.0,2.0,292.0,-37.9104,144.9999,5.0,2900000.0
12318,3,11.2,0.0,2.0,2.0,167.0,-37.911,144.9866,38.0,2225000.0
12319,2,11.2,444.0,1.0,1.0,182.0,-37.8993,145.0046,103.0,975000.0
12320,4,11.2,920.0,2.0,2.0,333.0,-37.8981,144.9902,28.0,4225000.0
